'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'14,'Text 75,"'The outlines of a formal analysis to this problem will now be sketched [see Grossman and Hart (1983), Holmstrom (1979), Rogerson (1985), and Shavell (1979) for more complete treatments]. It turns out that the analysis of this model is somewhat more convenient if we work directly with the distribution of cost induced by effort. Let F(c,e denote the distribution function of C given that the agent exerts the effort level e. This is defined by",'121,'94.53125000
'14,'Text 76,"'F(c,e)=Pr{F(e,e)<c}. (3)",'122,'29.58984375
'14,'Text 77,"'Let f(c,e) denote the density function. The principal calculates the optimal contract to offer the agent by choosing a contract to minimize his expected payments subject to",'123,'84.81445313
'14,'Footer 2,"'7 The term cost-reimbursement contract will be used to describe the contract given by p(c) = C. The term fixed-price contract will be used to describe a contract of the form p(c) = where k is a constant.",'124,'44.65332031
'15,'Header 16,"'Ch. 12: Incentive Models of the Defense Procurement Process",'125,'34.47265625
'15,'Page number 14,"'323",'126,'87.69531250
'15,'Text 78,"'the constraint that the agent is willing to accept the contract. In reality, the principal chooses only the contract and predicts the agent's effort choice. However, as is typical in this sort of problem, the simplest way of formally describing the problem is to view the principal as choosing both the contract and effort subject to the extra constraint that the agent is actually willing to choose the effort that the principal specifies. The optimal contract is therefore the solution to the following program:",'127,'97.94921875
'15,'Text 79,"'Minimize /p(c)f(c,e)dc subject to : (4) p(), / u(p(c)-c)f(c,e)d-o(e)> 0 (5) E argmax / ""((p(c)-c)f(c,e)dc-d(e) (6)",'128,'62.50000000
'15,'Text 80,"'Equation (4) is the principal's payment to the agent. The principal chooses a contract p and effort level e subject to the constraints that the agent receives his reservation level of expected utility [Equation (5)], and that the agent will actually choose the level of effort specified by the principal [Equation (6)]. The standard method of solving this program is to replace constraint (6) by the first-order condition for the agent's effort choice problem,",'129,'51.75781250
'15,'Text 81,"'/ u(p(c)-c)fe(c, e)dc-'(e)= (7) It is straightforward to use control theory to characterize the solution to the resulting program. Readers unfamiliar with control theory can derive the same result using standard Lagrangian techniques by assuming that C takes on n possible values, {c1, , cn}. .",'130,'34.52148438
'15,'Text 82,"'In general the optimal contract is neither a fixed-price contract nor a cost- reimbursement contract. Rather, price depends on cost in a complex way.",'131,'63.42773438
'15,'Section header 17,"'3.4. Pure moral hazard: Discussion",'132,'66.45507813
'15,'Text 83,"'What light does this model shed on procurement problems and practices? At the level of logical foundations, it obviously makes a significant contribution. It clearly and explicitly describes the basic idea that incentive contracting may involve a trade-off between effort inducement and risk allocation and thus supplies a theory of incentive contracting. In order to be useful for normative or positive analysis, however, a theory of optimal contracts must describe how measurable features of a contract ought to vary with measurable features of the contracting environment.",'133,'90.47851563
'15,'Text 84,"'It turns out that this theory has been less successful on this front. Although the problem itself is very simple to state, formal derivation of optimal contracts is",'134,'63.18359375
'16,'Page number 15,"'324",'135,'97.80273438
'16,'Header 17,"'W.P. Rogerson",'136,'97.26562500
'16,'Text 85,"'surprisingly complex and delicate. Furthermore, other than the statement that the optimal contract will, in general, be neither a fixed-price nor a cost-reimbursement contract, almost no general statements can be made. The nature of the optimal contract varies tremendously depending upon the precise functional forms of the utility function and distribution function for E. For normative purposes, the problem this creates is that the precise nature of the optimal contract is highly dependent on features of the contracting environment that government may be unsure about. For positive purposes, the problem is that the theory does not generate testable predictions.",'137,'97.99804688
'16,'Text 86,"'Therefore, it is probably fair to say that the major value of this model to date has been to help clarify the underlying incentive issues rather than to explain specific contracting phenomena.",'138,'86.23046875
'16,'Text 87,"'In reality, most contracts used by DoD are linear in cost. That is, they are of the form",'139,'84.47265625
'16,'Text 88,"'p=a+Bc,",'140,'90.52734375
'16,'Text 89,"'(8)",'141,'75.97656250
'16,'Text 90,"'where a is a positive constant and B is a constant between 0 and 1. If B equals 0, it is a fixed-price contract. If B equals 1, it is a cost-reimbursement contract. If B is between 0 and 1, the contract is a cost-sharing contract, and B is usually spoken of as the share of the risk borne by DoD. Similarly, (1-B) is usually spoken of as the share of the risk borne by the firm.",'142,'94.97070313
'16,'Text 91,"'It is difficult to find simple examples where the optimal contract in the formal model is linear. This is unfortunate, but not a critical problem. In all likelihood, linear contracts are used because they are simple and information does not exist to support more finely-tuned calculations. By exogenously restricting oneself to linear contracts (or, by restricting oneself to a two-outcome case, where costs can be ""low"" or ""high""8 fairly well-behaved solutions can be calculated. In particular, it is possible to demonstrate a very intuitive result that will be referred to as testable result #1 (TR #1).",'143,'95.31250000
'16,'Text 92,"'Testable Result #1: Suppose that contracts are linear. Then under the optimal contract, the share of risk borne by government, B, is always between zero and one. The share of risk borne by government grows larger as cost uncertainty increases.",'144,'77.24609375
'16,'Text 93,"'Government, does, of course, always choose B between zero and one. The interesting question is whether it can be shown that B increases with cost uncertainty. Even attempting to relate this simple prediction to real behavior turns out to be problematic. It is a well-accepted stylized fact of the procurement process, that DoD bears successively lower fractions of risk as a program matures. At the early R&D phase, cost-reimbursement contracts are typically used. In development, the firm may accept a small share of the risk. In initial production, the firm will accept a large share of the risk and then, after initial production, fixed-price contracts will typically be used. A natural",'145,'96.87500000
'16,'Text 94,"'8 In this case, the change in price divided by the change in cost as costs go from low to high can be viewed as the slope, B.",'146,'55.46875000
'17,'Header 18,"'Ch. 12: Incentive Models of the Defense Procurement Process",'147,'49.31640625
'17,'Page number 16,"'325",'148,'90.38085938
'17,'Text 95,"'hypothesis is that this behavior is explained by the simple moral hazard model. Namely, cost uncertainty declines over the life of the program and this is reflected by decreases in the value of B.",'149,'97.16796875
'17,'Text 96,"'However, there may be another, more important, factor explaining this behavior. In the formal moral hazard model, the product is completely well-defined. Thus the government and the firm are able to sign a contract at the outset that completely specifies the nature of the product that will be delivered in an objectively verifiable fashion. The extent to which this assumption is satisfied varies enormously and systematically over the life of a program. In the R&D phase, government may be completely unable to specify many important aspects of what it wants. By the time of the third or fourth annual production lot, government may be able to describe quite precisely what it expects. Therefore, government's use of cost type contracts for R&D may be largely due to the fact that no product can be objectively defined at the date of contract signing. Fixed-price contracts would simply create an incentive to reduce the quality of the R&D supplied.",'150,'97.11914063
'17,'Text 97,"'In summary, in order to argue that the simple moral hazard model explains why B varies across a group of contracts, it would be important to be able to control for the extent to which the product can be objectively described at the date of contract signing. This has not been done.",'151,'70.89843750
'17,'Section header 18,"'3.5. Pure self selection: The model",'152,'91.89453125
'17,'Text 98,"'Economic analyses of defense procurement dating back to Scherer (1964) have emphasized the fact that information about cost is asymmetric at the contracting stage and that this fact plays a key role in shaping the procurement process. That is, at the time of contract signing the firm is often much better informed than government about the likely cost of performing the contract.",'153,'95.41015625
'17,'Text 99,"'The pure self selection model focusses attention on this factor by assuming that the only cost uncertainty in the model is asymmetric cost uncertainty. That is, it is assumed that E equals some fixed value with probability one. Since E is now constant, we can simplify notation by suppressing it entirely. Let G(0) and g(0) denote the distribution and density of 0 and let (e, 0) denote the function determining cost as a function of e and 0. From the agent's perspective, there is no uncertainty in this model. Therefore without loss of generality, assume that u(I) = = I.",'154,'96.48437500
'17,'Text 100,"'In the pure moral hazard model, the basic contracting issue was the trade-off between effort inducement and risk allocation. In the pure self selection model, the basic contracting issue is different. The principal is constrained to offer a contract that all types will accept9. One way of doing this is to offer a cost-reimbursement contract. By construction, every type is just willing to accept such a contract; however, the problem",'155,'95.75195313
'17,'Text 101,"'9 If we relaxed this assumption, the same logic applies given whatever fraction of types the principal wishes to attract.",'156,'42.91992188
'18,'Page number 17,"'326",'157,'97.11914063
'18,'Header 19,"'W.P. Rogerson",'158,'97.31445313
'18,'Text 102,"'with this contract is that no effort is induced. Under a cost-reimbursement contract, all types will exert zero effort. The other extreme would be to offer a fixed-price contract. In this case, every type would choose the efficient level of effort. However, the problem with this contract is that, in order to guarantee that every type will accept the contract, the principal must offer a fixed price that is high enough that the highest type, max, (i.e., the highest-cost type), will accept it. Thus all other types are left with a positive surplus. Therefore, a cost-reimbursement contract enables the principal to extract all of the joint surplus generated by the relationship, but the level of joint surplus generated is low because no effort is induced. A fixed-price contract generates a high level of joint surplus because effort is induced, but the principal extracts only a small share of the joint surplus. Therefore, the optimal contract will in general be some form of cost sharing contract that trades off between these two factors.",'159,'98.63281250
'18,'Text 103,"'In the pure moral hazard model, the trade-off was between effort inducement (which is best accomplished by a fixed-price contract) and risk allocation (which is best accomplished by a cost-reimbursement contract.) The optimal contract is in general some sort of cost-sharing contract that seeks an optimal compromise between these two competing concerns. In the pure self selection model, rent extraction takes the place of risk allocation. Therefore in both cases, the basic intuition flowing from the models is quite similar. When cost uncertainty is high, government should choose contracts which have government bear more of the risk. In the pure moral hazard model, this is because extra symmetric uncertainty creates greater risk that the principal can more easily bear. In the pure self selection model, this is because extra asymmetric uncertainty makes it harder for the principal to capture rent through offering a fixed price, SO cost sharing become more desirable.",'160,'97.31445313
'18,'Text 104,"'Although the basic ""bottom line"" qualitative insight is fairly similar, the method of formal analysis for the pure self selection model is actually quite different. This is because the principal does not know the agent's type. Therefore when the principal considers a contract, he must calculate whether each type will participate and what effort level each type will choose. Thus each type ""self selects"" into a price/cost pair from the contract. In general, each type will choose a different price/cost pair, and thus keeping track of and analyzing how different types self select creates an extra level of complexity in these models.",'161,'93.06640625
'18,'Text 105,"'It turns out that essentially the same mathematical structure applies to self selection models of a wide variety of phenomena, including models of price discrimination and quality choice by a monopolist, models of taxation and its incentive effects, principal agent models where the output of the agent is units of some physical commodity such as wheat, and principal agent models where the output of the agent is units of cost reduction. Of course this last interpretation is the one considered by this chapter. The basic mathematical structure of this model was developed by authors considering other interpretations [Guesnerie and Laffont (1984), Mirrlees (1985), Musa and Rosen (1978), Baron and Myerson (1982), Sappington (1983)]. Laffont and Tirole (1986) and McAfee and McMillan (1987a) were the first to apply this type of model to the case considered by this chapter.",'162,'94.67773438
'19,'Header 20,"'Ch. 12: Incentive Models of the Defense Procurement Process",'163,'74.16992188
'19,'Page number 18,"'327",'164,'95.50781250
'19,'Text 106,"'The formal analysis of this model will now be outlined. Readers interested in further details should consult the references listed above or Laffont and Tirole (1993). It is convenient to reformulate the model slightly in order to analyze it. Because the agent faces no uncertainty, the agent can be viewed as choosing C directly instead of choosing effort. Let z(c, 0) denote the amount of effort needed to produce cost C when the agent's type is 0. (This is simply the inverse of .) Then define S(c, 0) to be the disutility of choosing C which is given by",'165,'98.92578125
'19,'Text 107,"'S(c,0) = :0(z(c,A)). (9)",'166,'28.85742188
'19,'Text 108,"'Rather than work directly with effort, it is more convenient to simply view the agent as choosing C at a disutility cost of S(c, 0). Thus the effort variable is suppressed entirely 10",'167,'86.47460938
'19,'Text 109,"'Assumptions made previously that effort decreases cost and effort induces disutility (I e <0,0'>0), and that higher values of 0 mean that costs are higher (To > 0) immediately imply that disutility both decreases in cost and increases in 0, i.e.,",'168,'90.47851563
'19,'Text 110,"'Sc<0 and So > 0. (10) The regularity assumption will be made that Sco < 0. (11)",'169,'64.25781250
'19,'Text 111,"'This means that the marginal disutility from lowering costs becomes greater as 0 increases. Thus increases in 0 mean that both the disutility from lowering costs and the marginal disutility from lowering costs increase. This is equivalent to the property that the efficient or first-best cost level increases in 0, which is also equivalent to the property that if the agent was given a fixed-price contract, the agent would choose a higher cost if his type was higher. This is of course a very intuitive requirement. We interpret higher values of 0 as meaning that the type is ""worse"". The assumption in Equation (11) states that as 0 becomes higher, we would observe the same contract resulting in higher costs. Therefore, Equation (11) simply formalizes what we intuitively mean by a worse-cost situation, and is a very natural assumption.",'170,'94.38476563
'19,'Text 112,"'This is an important point, because the main qualitative results depend on this assumption. For example, if 8 was additively separable in C and 0, this would imply that all types would choose the same cost. In this case, a fixed-price contract would",'171,'67.57812500
'19,'Text 113,"'10 All of the early analyses of the pure self selection problem followed this practice of suppressing the effort variable. This led to the inaccurate impression that the distinction between the pure moral hazard and pure self selection models is whether an effort variable exists. This is not true. In the pure self selection model, the agent makes a decision that affects his unobservable utility and this can always be thought of as an effort choice. The distinction between the two models is whether the uncertainty over cost is symmetric or asymmetric.",'172,'92.62695313
'20,'Page number 19,"'328",'173,'95.94726563
'20,'Header 21,"'W.P. Rogerson",'174,'93.84765625
'20,'Text 114,"'extract all the rent from every type and this would be the optimal contract for the principal to offer. If Sco <0, then worse (i.e., higher) types choose higher costs. Thus, offering a price high enough to attract the high types leaves the low types earning rent. Recall from the above discussion of the intuition of the pure self selection problem, that this was the reason that a non-trivial contracting problem exists.",'175,'97.55859375
'20,'Text 115,"'One more regularity assumption will be made. For any type A, the total disutility of the agent is given by the sum of production cost, c, and the disutility of effort, S(c, 0),",'176,'87.79296875
'20,'Text 116,"'+((8,0). (12)",'177,'46.19140625
'20,'Text 117,"'It will be assumed that",'178,'55.81054688
'20,'Text 118,"'Scc > 0 (13)",'179,'38.40332031
'20,'Text 119,"'and that for every 0 there exists a unique value of c, cF(A), which satisfies the first- order condition",'180,'73.04687500
'20,'Text 120,"'(14)",'181,'34.86328125
'20,'Text 121,"'Therefore cF(0) is the unique first-best or efficient-cost choice for type A, in the sense that it minimizes total disutility of C. Total differentiation of Equation (14) yields",'182,'73.09570313
'20,'Text 122,"'(15)",'183,'43.11523438
'20,'Text 123,"'By Equations (11) and (13), this is positive, i.e., higher types should optimally produce at higher cost.",'184,'52.63671875
'20,'Text 124,"'Laffont and Tirole (1986) consider an example satisfying properties (10)-(14). The exampie is created by assuming that",'185,'70.80078125
'20,'Text 125,"'(e,0)=0-e = (16)",'186,'51.26953125
'20,'Text 126,"'and that (e) is strictly increasing and strictly convex. The agent's type is therefore the value of cost if no effort is exerted. Exertion of effort results in cost reductions below 0. If is defined by Eqation (16), then,",'187,'82.71484375
'20,'Text 127,"'(17)",'188,'45.89843750
'20,'Text 128,"'It is easy to verify that S satisfies the assumptions stated in Equations (10)-(14). The principal's contractual design problem can now be formally described. Gov- ernment considers a contract, p(c). Given this contract, the principal predicts for each type of firm, A, whether that type will participate, and what cost that type will choose to produce at, if it does participate. Among the contracts that cause all types",'189,'92.18750000
'21,'Header 22,"'Ch. 12: Incentive Models of the Defense Procurement Process",'190,'73.38867188
'21,'Page number 20,"'329",'191,'95.45898438
'21,'Text 129,"'to participate ¹ ¹, , the principal picks the one that minimizes his expected cost. Let c(0) denote the cost chosen by type O. Then, formally, the principal can be viewed as solving the following program:",'192,'93.99414063
'21,'List 1,"",'193,'32.88574219
'21,'Text 130 - Part of List 1,"'Minimize subject to (18) c( ), p(",'194,'45.50781250
'21,'Text 131 - Part of List 1,"'for every 0, (19)",'195,'52.05078125
'21,'Text 132 - Part of List 1,"'for every 0. (20)",'196,'44.45800781
'21,'Text 133,"'This problem can be transformed into a well-behaved optimal control problem under various regularity assumptions. The main result is to show that a unique solution C* (0) and p*(0) exists with the following three characteristics:",'197,'90.57617188
'21,'List 2,"",'198,'38.76953125
'21,'Text 134 - Part of List 2,"'(i) Higher types choose strictly higher costs,",'199,'49.41406250
'21,'Text 135 - Part of List 2,"'c**(A) > 0. (21)",'200,'31.39648438
'21,'Text 136 - Part of List 2,"'(ii) The lowest type, 0min, chooses the first-best cost. All other types choose a cost strictly greater than the first best,",'201,'69.58007813
'21,'Text 137 - Part of List 2,"'c*(Omin) = cF(Amin) (22)",'202,'48.63281250
'21,'Text 138 - Part of List 2,"'c*(A) > F (A) for every 0 E (Omin,6 Omax] (23)",'203,'41.21093750
'21,'Text 139 - Part of List 2,"'(iii) The highest type, Omax, earns zero expected utility. All other types earn positive expected utility and expected utility is strictly decreasing in type:",'204,'76.95312500
'21,'Text 140 - Part of List 2,"'u*(Omax)=0,u()<0, (24,25) where u*(A) is defined by",'205,'43.11523438
'21,'Text 141 - Part of List 2,"'(26)",'206,'45.60546875
'21,'Text 142 - Part of List 2,"'None of these characteristics directly describe the nature of p*(c). However, based on these characteristics, it is straightforward to do SO. When a type 0 chooses c, it solves the problem of maximizing",'207,'90.96679688
'21,'Text 143 - Part of List 2,"'p(c)-c-d(c,o). (27)",'208,'51.66015625
'21,'Text 144 - Part of List 2,"'The first-order condition for this problem is",'209,'60.74218750
'21,'Text 145 - Part of List 2,"'p'(c) -1-8(c,0) = 0. (28)",'210,'42.82226563
'21,'Text 146,"'By comparing Equations (28) and (14), it is immediately apparent that the slope of p(c) at the C chosen by type 0 is sufficient to tell us whether the cost chosen by type",'211,'85.54687500
'21,'Text 147,"'11 Recall that, to simplify the exposition, it is assumed that the principal places infinite value on the good and therefore definitely wants to consume it. If we relax this assumption, then in general the principal would rationally plan to make offers that would be rejected some of the time. However, nothing significant changes in the analysis.",'212,'72.85156250
'22,'Page number 21,"'330",'213,'97.75390625
'22,'Header 23,"'W.P. Rogerson",'214,'96.92382813
'22,'Text 148,"'P",'215,'99.74216461
'22,'Figure 1,"",'216,'98.68164063
'22,'Text 149,"'0 is less than, equal to, or greater than the first best. In particular, C* (0) is greater than the first best iff p'(c*(0)) > 0 and equal to the first best iff p'(c*(0)) = 0. That is,",'217,'96.92382813
'22,'Text 150,"'(29)",'218,'68.84765625
'22,'Text 151,"'Let [Cmin, Cmax be the interval of costs over which p*(c) is defined. The cost Cmin is chosen by type 0min and the cost Cmax is chosen by Omax. Then it follows immediately that",'219,'95.75195313
'22,'Text 152,"'p'(cmin) (30) p'(c) > 0 (31)",'220,'90.13671875
'22,'Text 153,"'That is, the slope of p(c) equals 0 at Cmin and is strictly positive elsewhere. This is the only property of the function p(c) that follows from the general analysis.",'221,'93.60351563
'22,'Text 154,"'A fixed-price contract is one where p'(c) is identically equal to zero. Therefore, the general result is that it is optimal for the principal to offer a cost-sharing contract, in the sense that prices increase with cost.",'222,'94.77539063
'22,'Text 155,"'Since p*'(c) equals zero at Cmin and is strictly positive for larger values of c, the function p*(c) cannot be globally concave. However, it is possible that it may be globally convex. This possibility is illustrated in Figure 1. The contract p*(c) is the convex function defined over [Cmin, Cmax] Each type of agent chooses a (p,c) combination off this curve to maximize his expected utility. Utility is increasing in price and decreasing in cost. Let 01 and O2 be two types with 01 < O2. The best indifference curve which can be achieved by each type is drawn in. The key geometric",'223,'97.26562500
'23,'Header 24,"'Ch. 12: Incentive Models of the Defense Procurement Process",'224,'59.37500000
'23,'Page number 22,"'331",'225,'78.41796875
'23,'Text 156,"'property illustrated by this graph is that higher types have flatter indifference curves 12 This follows from assumption (11) and is often referred to as the single crossing condition. This property is why higher types locate a tangency at a higher cost.",'226,'96.04492188
'23,'Text 157,"'An interesting result of Laffont and Tirole (1986) and McAfee and McMillan (1987a) is that if p*(c) is convex as drawn, it would be possible to replace the contract p*(c) with a menu of linear contracts. Consider the menu of linear contracts formed by all tangent lines to p*(c) over the interval [Cmin, Cmax] Suppose the principal initially offered the agent this menu. It is geometrically clear that each type 0 would choose the tangent line at c*(A) and would then choose the cost c*(0). Thus, the nonlinear contract p*(c) could be implemented by offering a menu of linear contracts. Furthermore, it is straightforward to show that one can add back some symmetric additive noise to the model, E, and the menu of linear contracts continues to be optimal",'227,'96.63085938
'23,'Text 158,"'This result is interesting for three reasons. First, it provides a formal theoretical model consistent with the observation of only linear contracts. Second, it extends the pure self selection model to cases including a symmetric noise term, E. Third, it suggests the general idea that government should structure bargaining SO that firms claiming to be lower cost select themselves into contracts where they bear a higher share of the risk. This qualitative insight is potentially quite applicable in a wide variety of situations.",'228,'92.91992188
'23,'Text 159,"'It turns out that it is difficult to identify broad classes of cases where p*(c) can be shown to be globally convex. In the case considered by Laffont and Tirole (1986), for example, one must assume that the third derivative of the disutility function is positive in order to guarantee that p* (c) is globally convex [Rogerson (1987)]. However, while this is unfortunate, it is not a ""fatal flaw"" of the model. In some over-all sense, p* *(c) must be ""generally convex"" in the sense that its slope equals zero at Cmin and is positive elsewhere. Thus in many practical applications, the intuition that lower cost types should self select themselves into contracts where they bear a greater responsibility for cost overruns and underruns may turn out to be correct. More research is required on this point.",'229,'95.80078125
'23,'Text 160,"'Another interesting line of research explores how auditing should optimally be used in the pure self selection model [Baron and Besanko (1984)].",'230,'86.18164063
'23,'Section header 19,"'3.6. Pure self selection: Discussion",'231,'86.86523438
'23,'Text 161,"'Just as for the pure moral hazard model, the pure self selection model obviously makes a significant contribution at the level of logical foundations. It clearly and",'232,'94.18945313
'23,'List 3,"",'233,'58.15429688
'23,'Text 162 - Part of List 3,"'12 In Figure 1, I (I) is an indifference curve belonging to a low (high) type. The single crossing property means that I 2 is flatter than I at the point where they intersect. If this property holds for all indifference curves, the tangency for type 1 must occur to the left of the tangency for type 2.",'234,'71.38671875
'23,'Text 163 - Part of List 3,"'13 See Rogerson (1987) for a thorough discussion of this geometric interpretation of the menu of linear contracts result.",'235,'55.71289063
'24,'Page number 23,"'332",'236,'98.33984375
'24,'Header 25,"'W.P. Rogerson",'237,'97.26562500
'24,'Text 164,"'explicitly describes the basic idea that incentive contracting may involve a trade-off between effort inducement and rent extraction, and thus supplies a theory of incentive contracting.",'238,'98.04687500
'24,'Text 165,"'Unfortunately, the same basic criticism also applies to this model. Namely, the technical analysis is surprisingly delicate and complex, and the general nature of the optimal contract varies tremendously depending upon the precise functional forms one assumes. Just as for the pure moral hazard model, it is possible to derive various versions of TR #1. Once again, the problem is that it is difficult to actually test this result. Furthermore, since both theories predict the same result, it does not help distinguish between them.",'239,'98.14453125
'24,'Text 166,"'Five additional remarks should be noted about the pure self selection model. First, the basic idea underlying the pure self selection model is more complex and subtle than the basic idea underlying the moral hazard model. Thus, it is probably fair to say that the basic idea was not well understood by economists even on an intuitive basis prior to the creation of the formal models.",'240,'94.97070313
'24,'Text 167,"'Second, it may be that the pure self selection model is focussing on the more fundamental or important phenomenon. Asymmetric information at the time of contracting may turn out to be a more important explanation for various contracting practices than risk aversion. If all firms were risk neutral, it is not clear that contracting practices and institutions would necessarily be much different. However, if no firms had private information, there would be clearly be large differences.",'241,'94.48242188
'24,'Text 168,"'Third, the ""linear menus"" result for the pure self selection model possibly creates another testable result which will be called testable result number two (TR #2). Under the optimal menu, higher-type firms select a linear contract with a higher value of B and earn lower rents. The term ""rent"" refers to the agent's total utility including the unobservable part. Therefore, if we observed the same contracting problem played out n times, where nature drew an independent identically distributed (iid) value of 0 each time, we would observe a negative correlation between B and total utility. This is TR #2.",'242,'95.75195313
'24,'Text 169,"'Testable Result #2: Firms operating under linear contracts with higher values of B should earn lower rents.",'243,'78.46679688
'24,'Text 170,"'It is a well-accepted stylized fact that the measured ex-post rate of accounting profit earned by firms on fixed-price contracts is greater than the measure ex-post rate of accounting profit earned by firms on cost-reimbursement contracts. One might interpret this as supporting TR #2; however, this argument is problematic. The model predicts a correlation between unmeasurable total utility, p(c) - S(c, and B; it does not predict a relationship between measured profit, p(c) and B. Since the key feature of the model that generates all of the results is that there is unmeasurable utility, abstracting away from this for the purposes of creating testable predictions is clearly inappropriate. This stylized fact is most straightforwardly explained by some sort of risk/expected return relationship. Therefore, although testable results may flow from the linear menus analysis, TR #2 is not such a result.",'244,'96.38671875
'25,'Header 26,"'Ch. 12: Incentive Models of the Defense Procurement Process",'245,'86.57226563
'25,'Page number 24,"'333",'246,'91.74804688
'25,'Text 171,"'Fourth, it may be that the linear menus analysis may help government to create better negotiation strategies with firms by explicitly offering them menu choices [see Reichelstein (1992) for a very interesting analysis along these lines].",'247,'97.94921875
'25,'Text 172,"'Fifth, the SPP proceeds under the relatively artificial bargaining structure that government makes a single take-it-or-leave-it offer. In the moral hazard model, where information is symmetric at the time of contracting, this assumption is no great cause for concern; but, in the pure self selection model, where information is asymmetric, this assumption is much less palatable. Institutions that affect negotiations and the government's ability to commit may play a much more important role in determining contracting outcomes in this case. In support of this point, it is interesting to note that the pure self selection model has had its greatest success in explaining behavior, precisely in situations where commitment is not an issue. This is in models of a monopoly practicing price discrimination in a market with large number of anonymous consumers. A firm facing a large anonymous market of consumers truly does make a take-it-or-leave-it offer when it publishes a price schedule ¹4",'248,'98.82812500
'25,'Section header 20,"'3.7. The general model",'249,'92.23632813
'25,'Text 173,"'A general model would allow both types of cost uncertainty to exist simultaneously, and would allow the agent to be risk averse. This model would contain elements of both the pure moral hazard and pure self selection model, but has not yet been extensively analyzed [see Baron and Besanko (1987b, 1988) and McAfee and McMillan (1986)]. One way that some of these papers make progress is by exogenously restricting themselves to linear contracts and making other simplifying assumptions. This is a good strategy given the complexities of the general model.",'250,'96.33789063
'25,'Section header 21,"'4. The simple procurement problem with multiple agents",'251,'91.40625000
'25,'Text 174,"'A natural way to generalize the SPP of the preceding section would be to assume that there are initially n agents capable of producing the commodity, where n is greater than one. The principal only needs to hire one agent.",'252,'95.36132813
'25,'Text 175,"'If there is no asymmetric information, nothing fundamental changes. The principal would face n different pure moral hazard problems. He would calculate the optimal contract for each problem and the resulting expected payment. He would then simply choose the agent to minimize his expected wage payment.",'253,'94.72656250
'25,'Text 176,"'If there is asymmetric information, however, the introduction of multiple potential agents creates a fundamental change. In this case, the principal can conduct some type of auction in an attempt to extract more rent from the agents. Thus the question of how the principal should design auctions to produce the lowest expected payment arises.",'254,'95.65429688
'25,'Text 177,"'14 The extra structure created by observable demand curves also make the models potentially more empirically relevant.",'255,'56.59179688
'26,'Page number 25,"'334",'256,'97.21679688
'26,'Header 27,"'W.P. Rogerson",'257,'97.75390625
'26,'Text 178,"'The auctions literature has concentrated on the case where it is assumed that the principal does not measure any production costs at all, SO only fixed-price contracts are possible. Of course, if there is a single agent this problem is trivial from an analytic point of view 15 The pure self selection literature in a sense creates an interesting problem out of the single-agent case by assuming that some costs can be measured and that an effort variable exists which affects both measurable and unmeasurable cost. This creates a trade-off between rent extraction and effort inducement. When there are multiple agents, a non-trivial problem exists even when costs cannot be measured. There are many different ways to run a fixed-price auction for producing a commodity. Which will minimize the principal's expected procurement cost and why?",'258,'98.58398438
'26,'Text 179,"'The auctions literature has been one of the most successful literatures in information economics. A large number of sharp and interesting results have been derived. This literature is too voluminous to attempt to survey here [see the excellent survey by McAfee and McMillan (1987b)]. This literature is mentioned simply to place it in the context of the models described in this chapter. The auctions literature simplifies the SPP by assuming that costs are unobservable SO that only fixed-price contracts can be signed. Thus the issue of effort becomes irrelevant and we can simply assume that each agent has an unobservable cost of production drawn from some distribution.",'259,'97.21679688
'26,'Text 180,"'Anton and Yao (1989, 1992) have analyzed a number of models of ""share auctions"" where two firms bid prices for various shares of the total buy. This is a particularly interesting type of auction from the perspective of defense procurement because it resembles the DoD practice of dual sourcing [Anton and Yao (1990)]. One of the main insights from these models is that, in a one-period model, it would generally be highly undesirable to conduct a share auction. The principal would almost always be better off by conducting a winner-take-all auction, because it induces more competitive behavior. Therefore, the value of dual sourcing must be that it preserves competition for the future.",'260,'95.89843750
'26,'Text 181,"'A number of papers have considered two-agent self selection models where extra structure is added by distinguishing between a low-cost incumbent and a higher-cost potential entrant [Anton and Yao (1987), Demski, Sappington and Spiller (1987), Stole (1994)]. The general flavor of the results is that it may be desirable for government to commit ex-ante to use the potential entrant in circumstances where it would be cheaper to use the incumbent, ex-post. This threat can force the incumbent to bid lower.",'261,'95.01953125
'26,'Text 182,"'Recently, a number of papers have begun to generalize the general n-person auction model to consider cases where there is unobservable effort, measurable cost, unmeasurable disutility, and effort affects both measurable cost and unmeasurable disutility [Laffont and Tirole (1987), McAfee and McMillan (1987a), Riordan and",'262,'95.41015625
'26,'Text 183,"'15 In the formal model of the previous section, it was assumed that the principal places infinite value on consuming the good. Therefore the principal would offer a fixed price equal to the lowest price the agent would accept with certainty. In a more realistic case where the principal places a finite value on consuming the good, the optimal price would generally be one where the agent refuses the contract with positive probability. Calculation of the optimal price is analytically straightforward.",'263,'93.16406250
'27,'Header 28,"'Ch. 12: Incentive Models of the Defense Procurement Process",'264,'86.81640625
'27,'Page number 26,"'335",'265,'93.60351563
